secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Bueno-Sancho et al., 2017	ATR-1	ATR-1	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Atter Shisha	Pakistan	Unknown	Unknown	raw_reads/ATR_1/R1.fq.gz	raw_reads/ATR_1/R2.fq.gz	Unknown
Bueno-Sancho et al., 2017	ATR-2	ATR-2	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Atter Shisha	Pakistan	Unknown	Unknown	raw_reads/ATR_2/R1.fq.gz	raw_reads/ATR_2/R2.fq.gz	Unknown
Bueno-Sancho et al., 2017	ATR-3	ATR-3	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Atter Shisha	Pakistan	Unknown	Unknown	raw_reads/ATR_3/R1.fq.gz	raw_reads/ATR_3/R2.fq.gz	Unknown
Bueno-Sancho et al., 2017	Chile18	Chile18	2014/11/24	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Pantera	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Pantera	Infected Leaf	Unknown	Yellow Rust	StaRosa Chillán	Chile	Unknown	Unknown	raw_reads/Chile18/R1.fq.gz	raw_reads/Chile18/R2.fq.gz	Ricardo Madariaga Burrows
Bueno-Sancho et al., 2017	Chile3	Chile3	2014/11/24	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Onix	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Onix	Infected Leaf	Unknown	Yellow Rust	Carillanca Vilcun	Chile	Unknown	Unknown	raw_reads/Chile3/R1.fq.gz	raw_reads/Chile3/R2.fq.gz	Ricardo Madariaga Burrows
Bueno-Sancho et al., 2017	Chile30	Chile30	2014/12/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Taita	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Taita	Infected Leaf	Unknown	Yellow Rust	Cajón Temuco	Chile	Unknown	Unknown	raw_reads/Chile30/R1.fq.gz	raw_reads/Chile30/R2.fq.gz	Ricardo Madariaga Burrows
Bueno-Sancho et al., 2017	Chile31	Chile31	2014/12/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Los Tilos Santiago	Chile	Unknown	Unknown	raw_reads/Chile31/R1.fq.gz	raw_reads/Chile31/R2.fq.gz	Ricardo Madariaga Burrows
Bueno-Sancho et al., 2017	Chile4	Chile4	2014/11/24	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Onix	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Onix	Infected Leaf	Unknown	Yellow Rust	StaRosa Chillán	Chile	Unknown	Unknown	raw_reads/Chile4/R1.fq.gz	raw_reads/Chile4/R2.fq.gz	Ricardo Madariaga Burrows
Bueno-Sancho et al., 2017	Qld-1	Qld-1	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Abbottabad	Pakistan	Unknown	Unknown	raw_reads/Qld_1/R1.fq.gz	raw_reads/Qld_1/R2.fq.gz	Unknown
Bueno-Sancho et al., 2017	Qld-2	Qld-2	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Abbottabad	Pakistan	Unknown	Unknown	raw_reads/Qld_2/R1.fq.gz	raw_reads/Qld_2/R2.fq.gz	Unknown
Bueno-Sancho et al., 2017	Qld-3	Qld-3	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Abbottabad	Pakistan	Unknown	Unknown	raw_reads/Qld_3/R1.fq.gz	raw_reads/Qld_3/R2.fq.gz	Unknown
Bueno-Sancho et al., 2017	012/12	012_12	2012/11	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Sy Epson	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Sy Epson	Infected Leaf	Unknown	Yellow Rust	Lincoln	New Zealand	Unknown	Unknown	raw_reads/012_12/R1.fq.gz	raw_reads/012_12/R2.fq.gz	Richard Oliver
Bueno-Sancho et al., 2017	11/03	11_03	2011/11	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Morph	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Morph	Infected Leaf	Unknown	Yellow Rust	Darfield	New Zealand	Unknown	Unknown	raw_reads/11_03/R1.fq.gz	raw_reads/11_03/R2.fq.gz	Richard Oliver
