secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Radhakrishnan et al., 2019	15.0597	15_0597	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Morocco	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Morocco	Infected Leaf	Soft Dough	Yellow Rust	Lethbridge	Canada	100	None	raw_reads/15_0597/R1.fq.gz	raw_reads/15_0597/R2.fq.gz	Harpinder S. Randhawa
Radhakrishnan et al., 2019	15.0604	15_0604	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	AAC Penhold	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	AAC Penhold	Infected Leaf	Soft Dough	Yellow Rust	Lethbridge	Canada	65	None	raw_reads/15_0604/R1.fq.gz	raw_reads/15_0604/R2.fq.gz	Harpinder S. Randhawa
Radhakrishnan et al., 2019	15.0606	15_0606	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	HY2047	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	HY2047	Infected Leaf	Soft Dough	Yellow Rust	Lacombe	Canada	90	None	raw_reads/15_0606/R1.fq.gz	raw_reads/15_0606/R2.fq.gz	Harpinder S. Randhawa
Radhakrishnan et al., 2019	15.0608	15_0608	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	HY2042	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	HY2042	Infected Leaf	Soft Dough	Yellow Rust	St Albert	Canada	95	None	raw_reads/15_0608/R1.fq.gz	raw_reads/15_0608/R2.fq.gz	Harpinder S. Randhawa
Radhakrishnan et al., 2019	15.0609	15_0609	2015/07/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Yr31	Infected Leaf	Soft Dough	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Yr31	Infected Leaf	Soft Dough	Yellow Rust	Lacombe	Canada	85	None	raw_reads/15_0609/R1.fq.gz	raw_reads/15_0609/R2.fq.gz	Harpinder S. Randhawa
Radhakrishnan et al., 2019	16.0142	16_0142	2016/05/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	LCS Jet	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	LCS Jet	Infected Leaf	Unknown	Yellow Rust	Walla Walla, Washington	USA	Unknown	Unknown	raw_reads/16_0142/R1.fq.gz	raw_reads/16_0142/R2.fq.gz	Jeron Chatelain
Radhakrishnan et al., 2019	16.0144	16_0144	2016/05/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	SY-Ovation	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	SY-Ovation	Infected Leaf	Unknown	Yellow Rust	Raerden, Washington	USA	Unknown	Unknown	raw_reads/16_0144/R1.fq.gz	raw_reads/16_0144/R2.fq.gz	Jeron Chatelain
Radhakrishnan et al., 2019	16.0145	16_0145	2016/05/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	DH13SRW024-182	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	DH13SRW024-182	Infected Leaf	Unknown	Yellow Rust	Lafayette, Indiana	USA	Unknown	Unknown	raw_reads/16_0145/R1.fq.gz	raw_reads/16_0145/R2.fq.gz	Tracy Richards
Radhakrishnan et al., 2019	16.0182	16_0182	2016/05/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kranich	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	75	Treated	raw_reads/16_0182/R1.fq.gz	raw_reads/16_0182/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	16.0183	16_0183	2015/05/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hereford	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Hereford	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	20	Treated	raw_reads/16_0183/R1.fq.gz	raw_reads/16_0183/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	16.0186	16_0186	2015/05/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Linus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Linus	Infected Leaf	Unknown	Yellow Rust	Svalöv	Sweden	40	None	raw_reads/16_0186/R1.fq.gz	raw_reads/16_0186/R2.fq.gz	Tina Henriksson
Radhakrishnan et al., 2019	16.0527	16_0527	2016/04/21	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Warsaw, Virginia	USA	80	Unknown	raw_reads/16_0527/R1.fq.gz	raw_reads/16_0527/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0529	16_0529	2016/04/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kannlark	Infected Leaf	Feekes 8	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kannlark	Infected Leaf	Feekes 8	Yellow Rust	Hutchinson, Kansas	USA	5	Unknown	raw_reads/16_0529/R1.fq.gz	raw_reads/16_0529/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0535	16_0535	2016/04/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Bonneville	Infected Leaf	Later Tillering	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Bonneville	Infected Leaf	Later Tillering	Yellow Rust	Rockland, Indiana	USA	70	Unknown	raw_reads/16_0535/R1.fq.gz	raw_reads/16_0535/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0536	16_0536	2016/04/20	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Joint	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Joint	Yellow Rust	Othello, Washington	USA	20	Unknown	raw_reads/16_0536/R1.fq.gz	raw_reads/16_0536/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0548	16_0548	2016/04/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Decade	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Decade	Infected Leaf	Unknown	Yellow Rust	Kalispell, Montana	USA	20	Unknown	raw_reads/16_0548/R1.fq.gz	raw_reads/16_0548/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0771	16_0771	2016/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	GS 71-77	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	GS 71-77	Yellow Rust	Napier	South Africa	50-75	None	raw_reads/16_0771/R1.fq.gz	raw_reads/16_0771/R2.fq.gz	Driecus Lesch
Radhakrishnan et al., 2019	16.0774	16_0774	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hoggana	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0774/R1.fq.gz	raw_reads/16_0774/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0775	16_0775	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0775/R1.fq.gz	raw_reads/16_0775/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0776	16_0776	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Millenium	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Millenium	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0776/R1.fq.gz	raw_reads/16_0776/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0779	16_0779	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	SPPSN#15	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	SPPSN#15	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0779/R1.fq.gz	raw_reads/16_0779/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0783	16_0783	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0783/R1.fq.gz	raw_reads/16_0783/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0786	16_0786	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0786/R1.fq.gz	raw_reads/16_0786/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0789	16_0789	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0789/R1.fq.gz	raw_reads/16_0789/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0794	16_0794	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0794/R1.fq.gz	raw_reads/16_0794/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0796	16_0796	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0796/R1.fq.gz	raw_reads/16_0796/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0804	16_0804	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0804/R1.fq.gz	raw_reads/16_0804/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0883	16_0883	2016/08/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0883/R1.fq.gz	raw_reads/16_0883/R2.fq.gz	Marco Martelli
Radhakrishnan et al., 2019	17.0189	17_0189	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0189/R1.fq.gz	raw_reads/17_0189/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0190	17_0190	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0190/R1.fq.gz	raw_reads/17_0190/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0191	17_0191	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0191/R1.fq.gz	raw_reads/17_0191/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0192	17_0192	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0192/R1.fq.gz	raw_reads/17_0192/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0193	17_0193	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0193/R1.fq.gz	raw_reads/17_0193/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0194	17_0194	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0194/R1.fq.gz	raw_reads/17_0194/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0197	17_0197	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0197/R1.fq.gz	raw_reads/17_0197/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0203	17_0203	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0203/R1.fq.gz	raw_reads/17_0203/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0204	17_0204	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0204/R1.fq.gz	raw_reads/17_0204/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0207	17_0207	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0207/R1.fq.gz	raw_reads/17_0207/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0208	17_0208	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0208/R1.fq.gz	raw_reads/17_0208/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0286	17_0286	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/17_0286/R1.fq.gz	raw_reads/17_0286/R2.fq.gz	NIAB
Radhakrishnan et al., 2019	17.0489	17_0489	2017/08/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hoggana	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Hoggana	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/17_0489/R1.fq.gz	raw_reads/17_0489/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0490	17_0490	2017/08/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	PBW343	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	PBW343	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/17_0490/R1.fq.gz	raw_reads/17_0490/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0491	17_0491	2017/09/06	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dure	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dure	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/17_0491/R1.fq.gz	raw_reads/17_0491/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0492	17_0492	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kingbird	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kingbird	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0492/R1.fq.gz	raw_reads/17_0492/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0493	17_0493	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Enkoy	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Enkoy	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0493/R1.fq.gz	raw_reads/17_0493/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0494	17_0494	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kubsa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kubsa	Infected Leaf	Unknown	Yellow Rust	Bekoji	Ethiopia	Unknown	Unknown	raw_reads/17_0494/R1.fq.gz	raw_reads/17_0494/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0495	17_0495	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0495/R1.fq.gz	raw_reads/17_0495/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0496	17_0496	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Meraro	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Meraro	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0496/R1.fq.gz	raw_reads/17_0496/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0497	17_0497	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	ET13 A2	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	ET13 A2	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0497/R1.fq.gz	raw_reads/17_0497/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0498	17_0498	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Bekoji	Ethiopia	Unknown	Unknown	raw_reads/17_0498/R1.fq.gz	raw_reads/17_0498/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0499	17_0499	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Huluka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Huluka	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0499/R1.fq.gz	raw_reads/17_0499/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0500	17_0500	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dandaa	Infected Leaf	Unknown	Yellow Rust	Hadya Lemo Dicho Demala	Ethiopia	Unknown	Unknown	raw_reads/17_0500/R1.fq.gz	raw_reads/17_0500/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0501	17_0501	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Silt'e	Ethiopia	Unknown	Unknown	raw_reads/17_0501/R1.fq.gz	raw_reads/17_0501/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0503	17_0503	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Weliso Kora	Ethiopia	Unknown	Unknown	raw_reads/17_0503/R1.fq.gz	raw_reads/17_0503/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0510	17_0510	2017/10/12	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Ogolcho	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Ogolcho	Infected Leaf	Unknown	Yellow Rust	Shinshihco	Ethiopia	Unknown	Unknown	raw_reads/17_0510/R1.fq.gz	raw_reads/17_0510/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0511	17_0511	2017/10/12	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kakaba	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kakaba	Infected Leaf	Unknown	Yellow Rust	Danbora Amancho Boganeos	Ethiopia	Unknown	Unknown	raw_reads/17_0511/R1.fq.gz	raw_reads/17_0511/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0515	17_0515	2017/10/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Silti Wereda Danicho Azoro	Ethiopia	Unknown	Unknown	raw_reads/17_0515/R1.fq.gz	raw_reads/17_0515/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0518	17_0518	2017/10/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Tiya	Ethiopia	Unknown	Unknown	raw_reads/17_0518/R1.fq.gz	raw_reads/17_0518/R2.fq.gz	David, gebre and yoseph
