File,Sample,actin,tuba,tubb,efact,pst130_p495001
merged_Adams_exp_PST_104E_count_0.tsv,16_0613,7971.0,4739.0,1337.4992499999998,360.0,72.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0614,8925.0,4188.5,1866.5,274.5,28.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0615,2088.0,1178.0,439.25,72.5,3.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0616,1714.0,1152.0,349.5,62.5,8.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0617,4605.0,3155.0,1050.751,200.5,44.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0618,1323.5,498.0,208.2499,35.5,4.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0619,4892.5,3688.0,1031.0005,199.0,54.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0620,19.5,6.5,4.4999925,2.0,0.5
merged_Adams_exp_PST_104E_count_0.tsv,16_0624,124.0,16.5,4.380833,0.0,1.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0628,79.0,13.5,9.500007499999999,1.5,0.5
merged_Adams_exp_PST_104E_count_0.tsv,16_0636,19.0,13.5,4.2499875,0.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0678,19.5,11.0,5.1274925,2.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0210,7915.5,4337.0,2105.4995,344.5,97.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0212,3057.5,1182.5,673.4994999999999,163.0,25.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0215,3916.5,1533.0,728.251,96.5,11.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0216,5724.5,2086.5,1110.50025,193.5,1.5
merged_Adams_exp_PST_104E_count_0.tsv,17_0222,1203.5,410.0,227.75,57.5,2.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0224,2248.0,1314.0,500.9995,109.0,33.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0594,6891.5,3582.5,1480.50025,317.5,460.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0630,2820.5,1198.0,517.751,103.0,19.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0633,749.5,362.5,116.250025,14.0,68.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0669,415.0,173.5,74.00002500000001,22.5,14.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0003,6332.5,1764.0,1465.59575,281.5,1084.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0038,1708.0,388.0,177.49995,29.5,71.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0045,4083.5,1343.0,846.9995,171.0,229.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0048,3789.5,1212.0,906.24975,188.5,451.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0049,368.5,140.0,90.5001,24.0,23.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0073,667.0,20.5,360.40341,2.5,0.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0074,5576.5,120.0,420.41470000000004,0.0,1.5
merged_Adams_exp_PST_104E_count_0.tsv,14_0075,1075.0,29.0,75.34006,1.5,6.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0082,635.5,226.5,80.5,13.0,15.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0007,17104.5,4916.0,4731.3910000000005,774.5,653.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0008,8926.5,3323.5,2198.8630000000003,382.5,945.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0105,4895.5,1518.0,1404.86775,287.5,561.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0106,2453.0,1031.5,585.74875,107.0,239.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0107,8503.0,3342.5,2053.351,340.0,509.262
merged_Adams_exp_PST_104E_count_0.tsv,15_0111,7344.5,3178.0,1507.7502499999998,207.0,452.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0112,14356.0,5660.0,2933.75,495.0,907.803
merged_Adams_exp_PST_104E_count_0.tsv,15_0114,6024.5,2963.0,1515.5005,209.0,389.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0115,7157.5,3106.0,1542.5,279.0,526.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0116,10669.5,4124.0,2559.7504999999996,594.0,1465.22
merged_Adams_exp_PST_104E_count_0.tsv,15_0118,3717.5,1717.5,846.5502499999999,137.0,444.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0121,10000.5,4917.5,2728.5175,438.5,1679.32
merged_Adams_exp_PST_104E_count_0.tsv,15_0122,10195.5,4981.5,2719.74625,439.5,1295.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0125,7277.5,4115.5,2122.749,265.5,1208.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0126,994.5,446.0,109.25004999999999,29.5,164.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0127,524.0,185.0,61.249925,11.0,2.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0129,1609.5,884.0,245.38034999999996,44.5,137.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0132,9747.5,4350.0,2097.25075,392.5,298.36
merged_Adams_exp_PST_104E_count_0.tsv,15_0136,9789.0,4192.0,2231.5,260.0,133.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0137,1342.5,695.5,188.999975,46.5,179.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0138,588.0,393.0,114.0001,23.5,30.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0143,12315.5,4374.0,2768.75,488.5,583.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0144,7942.0,3442.5,1680.2495,249.0,734.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0145,1805.0,809.5,286.25005,45.0,128.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0146,4485.5,1994.5,712.4992500000001,135.0,137.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0148,9938.0,3687.0,2610.2380000000003,379.5,573.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0149,12218.0,5537.0,2749.0012500000003,323.0,1046.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0150,7078.0,2747.0,1863.50075,267.5,832.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0152,8200.0,3654.5,2143.75,318.5,304.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0153,3388.0,866.0,715.7505000000001,119.0,238.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0154,4216.0,602.0,526.499,112.5,70.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0171,11257.0,5080.5,2530.4539999999997,461.258,1199.08
merged_Adams_exp_PST_104E_count_0.tsv,15_0203,4482.5,1129.5,1139.25075,248.0,469.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0204,7105.5,2941.0,1988.5,305.5,849.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0205,2889.5,1085.5,580.75025,61.5,216.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0206,6146.5,3406.5,1645.2332500000002,291.0,602.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0207,6206.5,4015.0,1857.0235,358.0,902.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0219,7463.0,3780.5,1943.9607499999997,267.5,468.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0220,6815.0,3083.0,1498.50075,239.0,471.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0221,7963.0,4238.0,1880.4247500000001,353.5,715.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0222,7076.0,3426.0,1299.49925,249.0,283.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0224,5799.0,3431.5,1254.7495,348.0,880.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0225,5817.5,2727.0,1455.6400000000003,251.5,1705.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0226,3829.5,1496.0,1033.49875,68.5,400.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0234,2954.0,1703.0,587.24925,118.0,293.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0235,1913.0,1036.5,362.00075,56.0,178.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0236,4717.5,1044.5,730.0002499999999,223.0,195.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0237,2192.5,608.0,389.74975,60.0,63.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0239,8795.0,4110.0,2037.99975,346.5,418.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0248,7154.5,3308.5,2134.0,473.5,1082.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0249,7004.5,2966.0,1662.501,314.0,898.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0250,2584.0,1145.5,475.49875,69.5,236.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0251,9178.5,3930.0,2458.0,497.0,875.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0252,4421.5,1645.0,710.5007499999999,121.0,799.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0253,4199.0,1647.5,763.5002499999999,132.0,279.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0254,9997.5,4365.0,1913.00125,297.5,380.857
merged_Adams_exp_PST_104E_count_0.tsv,15_0255,9567.0,4194.5,2436.25,476.5,567.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0256,6275.5,2971.5,1343.75025,249.0,688.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0257,5779.0,3030.5,1156.5,166.5,354.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0271,6535.5,2312.5,1275.9995,238.0,606.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0410,5618.0,3929.5,1338.33125,275.5,511.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0411,1064.5,336.0,200.250025,39.0,101.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0419,2088.0,758.0,418.50025000000005,89.0,291.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0111,4875.0,3376.0,837.75025,122.0,646.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0113,10056.5,5194.0,1990.751,345.5,53.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0114,11537.0,4900.0,2349.0,330.0,536.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0115,10149.0,4059.0,2755.75,530.5,1631.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0116,8907.0,3569.0,1679.24975,200.5,102.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0118,17880.0,8131.5,4324.2525000000005,703.5,2291.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0119,9290.0,3684.5,2624.879,574.5,191.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0123,9003.5,3803.5,2256.4570000000003,494.0,2020.99
merged_Adams_exp_PST_104E_count_0.tsv,16_0124,2430.0,1134.5,221.77462500000001,35.5,165.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0125,3069.5,1813.0,869.2497500000001,146.5,332.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0126,925.0,388.5,144.499875,18.5,67.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0127,13562.0,8272.5,3809.2425000000003,594.5,845.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0128,342.5,272.5,45.25005,19.5,1.5
merged_Adams_exp_PST_104E_count_0.tsv,16_0129,8434.5,3575.0,2077.5,328.0,1046.05
merged_Adams_exp_PST_104E_count_0.tsv,16_0130,3414.0,1451.0,355.99992499999996,77.0,26.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0131,6626.0,3318.5,1615.749,275.0,945.009
merged_Adams_exp_PST_104E_count_0.tsv,16_0133,7183.5,3012.5,1690.0002499999998,251.5,655.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0134,361.5,86.5,20.25,7.5,1.5
merged_Adams_exp_PST_104E_count_0.tsv,16_0135,7283.0,3307.0,1716.0,282.0,551.951
merged_Adams_exp_PST_104E_count_0.tsv,16_0136,15287.0,7459.0,3428.0,557.0,1425.03
merged_Adams_exp_PST_104E_count_0.tsv,16_0137,423.5,290.0,25.0000025,9.5,10.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0138,9967.0,4485.0,2507.6935000000003,436.0,1032.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0139,9168.5,4549.5,2467.5635,538.0,423.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0140,4633.0,1575.0,1315.5,144.0,597.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0141,3432.5,1414.0,828.5,138.0,156.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0161,10124.0,5057.0,1736.49925,339.5,42.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0590,6042.0,1499.5,1126.17425,301.0,520.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0591,6883.5,3705.0,1268.74975,181.0,652.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0592,9367.0,3068.5,1781.7512499999998,350.5,1067.88
merged_Adams_exp_PST_104E_count_0.tsv,16_0593,5839.0,1888.5,1103.9992499999998,192.5,549.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0597,7342.5,3234.5,1840.5,414.5,1634.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0598,3533.0,1660.5,710.9997500000001,170.0,536.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0599,4303.5,2062.0,749.25075,96.5,220.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0601,3587.0,2206.0,649.9995,114.0,343.997
merged_Adams_exp_PST_104E_count_0.tsv,16_0602,9211.0,2869.5,1926.315,501.5,718.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0626,2499.5,806.0,426.49975,84.5,169.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0627,11023.5,4105.5,2064.50025,469.0,995.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0660,2969.0,1355.0,578.249,87.5,312.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0662,871.0,331.5,186.2501,38.0,14.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0665,2226.0,702.0,568.75025,81.0,241.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0675,5239.5,3775.0,789.9994999999999,157.5,231.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0676,309.0,107.5,43.5,15.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0677,521.5,296.5,87.50007500000001,21.5,63.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0001,112.0,3.5,1.75,0.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0005,135.5,2.0,3.75,0.5,0.5
merged_Adams_exp_PST_104E_count_0.tsv,17_0218,2687.0,1206.5,451.251,65.0,212.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0220,3953.5,1517.0,731.99975,180.5,28.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0226,2943.5,678.5,517.9992500000001,161.0,366.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0228,2875.5,573.5,466.99949999999995,134.0,239.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0230,3768.0,1441.5,761.749,212.0,493.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0232,4859.0,1294.0,959.49875,119.0,563.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0233,5051.0,1430.5,805.24925,93.0,334.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0235,8026.0,2931.5,1695.5007500000002,395.5,633.893
merged_Adams_exp_PST_104E_count_0.tsv,17_0238,2197.5,1483.0,443.75,69.5,241.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0239,2003.5,702.5,460.24925,81.5,151.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0240,4748.0,2092.0,865.37525,146.0,390.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0241,1992.5,817.5,392.501,79.0,242.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0002,154.5,8.0,4.25,0.5,0.5
merged_Adams_exp_PST_104E_count_0.tsv,17_0003,187.5,35.0,26.294755000000002,3.5,1.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0065,6823.5,3345.5,2224.0,303.0,81.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0067,7217.5,2577.5,2091.5005,324.0,91.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0072,4930.0,1636.0,1094.75,302.0,577.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0074,6446.0,1985.5,1867.75,419.5,1115.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0076,8847.5,4181.0,2405.75,490.5,1128.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0078,8758.5,3869.5,2565.518,532.813,759.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0081,7531.5,2349.0,2049.0,338.5,777.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0082,5283.5,2046.5,1375.75125,162.5,53.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0084,9169.0,4179.5,2408.25,368.5,674.593
merged_Adams_exp_PST_104E_count_0.tsv,17_0086,9224.0,4113.5,2195.25025,438.489,81.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0104,5047.5,1739.5,1335.7504999999999,275.0,72.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0118,6866.5,3103.0,2071.43725,413.5,123.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0612,2641.0,1078.5,322.00050000000005,124.0,66.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0613,4147.5,2154.0,995.0264999999999,190.0,664.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0624,777.0,386.5,102.75005,30.5,22.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0625,3661.5,1903.5,581.9995,159.0,125.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0627,524.5,180.0,67.51287500000001,33.5,4.5
merged_Adams_exp_PST_104E_count_0.tsv,16_0740,12552.5,4549.5,2535.5,584.0,841.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0741,3487.5,1689.0,653.249,132.5,158.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0742,8774.0,3994.0,1564.75,354.0,23.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0778,4452.0,1756.5,1070.0,287.0,392.0
merged_Adams_exp_PST_104E_count_0.tsv,18_0004,8565.5,2683.0,2364.5095,584.5,722.0
merged_Adams_exp_PST_104E_count_0.tsv,18_0010,10934.0,4733.0,3487.995,547.5,286.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0777,5633.5,2275.5,1163.25,296.0,580.958
merged_Adams_exp_PST_104E_count_0.tsv,16_0781,2580.5,853.0,530.001,131.5,104.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0176,5917.5,1916.5,1163.5,223.0,359.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0177,3443.0,1023.5,644.0,117.0,140.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0178,6209.0,1982.5,1478.1975000000002,333.0,853.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0179,598.5,53.0,64.769965,3.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0180,7389.0,3596.5,1381.5,156.5,452.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0651,211.0,31.0,32.2499275,5.5,6.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0652,139.0,23.0,21.005274999999997,5.5,5.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0653,26.5,1.0,2.131209,0.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0245,9740.0,4062.0,1661.0005,266.5,3.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0096,1022.0,50.0,16.1264225,5.5,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0097,902.0,101.5,50.89045,7.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0120,2381.0,321.5,106.18450000000001,29.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0121,1819.5,342.0,144.249975,39.5,0.5
merged_Adams_exp_PST_104E_count_0.tsv,17_0136,2642.0,598.0,244.8411,47.0,8.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0137,1533.0,448.0,276.2501,70.0,9.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0138,1009.0,108.0,48.50005,6.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0140,3414.5,993.0,428.18219999999997,75.5,17.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0142,1827.5,518.5,360.06955,108.5,33.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0143,2272.5,662.0,419.353,95.0,27.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0122,4641.5,947.0,701.74925,112.5,8.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0123,2238.5,580.5,443.5005,81.0,16.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0139,878.5,110.5,84.92474999999999,17.0,4.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0141,831.0,79.5,49.411805,9.0,0.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0747,4992.0,1943.0,1186.0,217.5,361.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0749,7550.0,2676.0,2063.634,323.0,341.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0750,3512.5,1459.0,628.25,105.5,190.29
merged_Adams_exp_PST_104E_count_0.tsv,16_0752,1424.5,622.5,256.5,45.5,112.432
merged_Adams_exp_PST_104E_count_0.tsv,16_0753,6468.5,2708.0,1324.75,228.5,322.04
merged_Adams_exp_PST_104E_count_0.tsv,16_0754,1633.0,625.0,299.5,64.5,102.769
merged_Adams_exp_PST_104E_count_0.tsv,16_0755,1892.0,834.0,405.25,53.5,151.556
merged_Adams_exp_PST_104E_count_0.tsv,16_0756,818.5,311.5,142.75,20.0,51.6667
merged_Adams_exp_PST_104E_count_0.tsv,16_0757,5679.5,2630.5,1167.5,215.0,369.631
merged_Adams_exp_PST_104E_count_0.tsv,16_0758,4965.0,2431.0,927.25,178.5,333.462
merged_Adams_exp_PST_104E_count_0.tsv,16_0760,9538.5,3323.5,1944.75,308.5,590.555
merged_Adams_exp_PST_104E_count_0.tsv,16_0762,9158.5,3715.0,2185.75,366.0,345.189
merged_Adams_exp_PST_104E_count_0.tsv,16_0763,5861.0,2245.0,1104.5,98.5,120.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0767,5449.0,2214.0,1235.0,172.5,180.196
merged_Adams_exp_PST_104E_count_0.tsv,16_0768,8365.5,2242.0,1834.99975,346.0,593.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0769,5866.0,1838.0,1370.0007500000002,301.5,627.829
merged_Adams_exp_PST_104E_count_0.tsv,16_0882,9977.0,3707.5,2811.8885,570.5,506.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0884,6768.5,2060.0,1745.75,428.5,261.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0885,8663.5,3065.5,2224.25,452.171,403.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0886,7889.0,2811.0,1927.75,391.0,422.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0889,9973.0,4002.5,2621.5145,498.0,571.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0322,2062.0,151.5,70.499875,9.5,20.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0264,4483.5,1269.5,796.5005,186.0,118.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0265,6512.0,1445.5,1015.75025,619.5,360.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0266,4287.5,1030.0,666.001,252.5,185.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0267,2459.5,667.0,434.44755,148.5,15.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0271,2203.0,472.0,295.25,135.0,104.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0272,7943.0,2325.0,1301.50125,490.152,597.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0334,6246.0,1965.0,1250.4995000000001,204.5,103.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0382,602.0,291.5,66.0,12.5,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0099,204.5,99.5,43.25005,12.0,1.5
merged_Adams_exp_PST_104E_count_0.tsv,17_0274,619.0,102.0,63.250075,20.5,1.0
merged_Adams_exp_PST_104E_count_0.tsv,16_0265,3389.0,1767.0,796.039,219.5,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0092,4026.0,1191.0,929.3607499999998,162.0,51.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0147,276.5,75.0,71.99992499999999,11.0,13.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0009,6405.0,2232.5,1565.5,252.5,948.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0011,3736.5,1406.5,717.25,141.0,394.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0012,4659.0,1661.0,903.25,180.0,587.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0013,9912.0,3961.5,1683.75,258.5,681.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0575,5474.0,2357.0,1326.5,232.0,368.975
merged_Adams_exp_PST_104E_count_0.tsv,17_0580,3409.0,979.0,941.2507499999999,240.5,522.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0584,4609.5,1436.5,1289.5982500000002,265.0,244.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0585,6351.5,1947.0,2048.001,393.5,671.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0586,6300.5,2243.0,1700.50125,300.0,321.467
merged_Adams_exp_PST_104E_count_0.tsv,17_0588,2163.0,299.0,220.03461500000003,0.5,0.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0590,5638.0,2334.5,1752.24875,355.0,545.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0591,6434.5,3007.0,1787.501,342.5,594.562
merged_Adams_exp_PST_104E_count_0.tsv,15_0070,4323.5,1122.0,917.082,177.0,352.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0072,4412.5,1337.0,931.0,190.5,521.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0073,4211.5,1775.0,876.001,128.0,405.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0075,4596.5,1510.0,1044.499,188.5,248.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0245,1812.5,883.0,519.0005,67.0,285.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0255,2682.5,1074.5,624.7505,128.0,358.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0256,700.5,165.0,145.749925,27.5,30.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0257,1761.5,516.5,381.74235000000004,78.0,158.0
merged_Adams_exp_PST_104E_count_0.tsv,15_0192,9246.5,4002.5,2267.4995,550.5,549.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0106,113.5,94.5,132.9985,127.5,58.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0010,16132.0,5284.0,4186.7525000000005,710.5,905.718
merged_Adams_exp_PST_104E_count_0.tsv,17_0020,6085.5,1844.0,1659.9995000000001,331.5,69.0
merged_Adams_exp_PST_104E_count_0.tsv,Sol_27_6_18,5535.5,1940.0,1193.00125,230.0,0.5
merged_Adams_exp_PST_104E_count_0.tsv,14_0272,4371.5,2868.5,1348.25,130.5,384.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0274,3777.5,1987.5,1213.5,192.5,351.378
merged_Adams_exp_PST_104E_count_0.tsv,14_0275,4991.0,2625.5,1430.0,229.5,326.0
merged_Adams_exp_PST_104E_count_0.tsv,14_0277,5699.0,2956.0,1736.5,259.5,487.0
merged_Adams_exp_PST_104E_count_0.tsv,17_0456,6400.0,2635.5,2081.251,374.5,800.0
